Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_returns,middle_band,upper_band,lower_band,conversion,base,spanA,spanB,lagging,label,group
2023-06-09 00:00:00+05:30,18655.900390625,18676.650390625,18555.400390625,18563.400390625,221800,0.0,0.0,-0.00381819725413457,1.739546799024921,18443.73505859375,18785.122245942748,18102.34787124475,18621.2255859375,18416.6748046875,17750.6494140625,17547.8994140625,,1,26
2023-06-12 00:00:00+05:30,18595.05078125,18633.599609375,18559.75,18601.5,179500,0.0,0.0,0.0020524046550352004,1.7431170529728912,18453.867578125,18801.36598547402,18106.369170775975,18621.2255859375,18419.150390625,17765.287109375,17547.8994140625,,1,26
2023-06-13 00:00:00+05:30,18631.80078125,18728.900390625,18631.80078125,18716.150390625,233200,0.0,0.0,0.0061635024393194016,1.7538607591809088,18475.35009765625,18831.909070046942,18118.791125265558,18621.2255859375,18419.150390625,17799.7119140625,17557.6494140625,,1,26
2023-06-14 00:00:00+05:30,18744.599609375,18769.69921875,18690.0,18755.900390625,261400,0.0,0.0,0.0021238341844009856,1.7575856686159366,18504.0576171875,18853.752929414313,18154.362304960687,18628.150390625,18419.150390625,17828.3369140625,17586.2744140625,,1,26
2023-06-15 00:00:00+05:30,18774.44921875,18794.099609375,18669.05078125,18688.099609375,263000,0.0,0.0,-0.0036149041015322014,1.7512321649736626,18531.96513671875,18844.515914632204,18219.414358805298,18662.849609375,18427.25,17856.724609375,17586.2744140625,,1,26
2023-06-16 00:00:00+05:30,18723.30078125,18864.69921875,18710.5,18826.0,272800,0.0,0.0,0.0073790483520230765,1.7641545917946213,18563.0951171875,18862.13110577489,18264.059128600107,18698.1494140625,18462.5498046875,17967.33740234375,17609.0244140625,,1,26
2023-06-19 00:00:00+05:30,18873.30078125,18881.44921875,18719.150390625,18755.44921875,219800,0.0,0.0,-0.0037475183921172883,1.7575433900153328,18585.14755859375,18872.256922828226,18298.038194359277,18718.4248046875,18470.9248046875,18033.63720703125,17609.0244140625,,1,26
2023-06-20 00:00:00+05:30,18752.349609375,18839.69921875,18660.650390625,18816.69921875,211600,0.0,0.0,0.003265717567498605,1.7632830303397469,18608.58251953125,18890.860126166637,18326.304912895863,18718.4248046875,18470.9248046875,18090.72509765625,17643.625,,1,26
2023-06-21 00:00:00+05:30,18849.400390625,18875.900390625,18794.849609375,18856.849609375,217500,0.0,0.0,0.0021337637466720683,1.7670454597450078,18637.15498046875,18897.392556990988,18376.91740394651,18718.4248046875,18470.9248046875,18119.02490234375,17643.625,,1,26
2023-06-22 00:00:00+05:30,18853.599609375,18886.599609375,18759.5,18771.25,252700,0.0,0.0,-0.004539443817404343,1.759024056157696,18659.6599609375,18881.292015558913,18438.02790631609,18723.1748046875,18473.5,18131.7998046875,17643.625,,1,26
2023-06-23 00:00:00+05:30,18741.849609375,18756.400390625,18647.099609375,18665.5,210600,0.0,0.0,-0.005633615236065759,1.7491143914343197,18667.96748046875,18876.899124625386,18459.035836312112,18759.2001953125,18473.5,18143.0126953125,17643.625,,1,26
2023-06-26 00:00:00+05:30,18682.349609375,18722.05078125,18646.69921875,18691.19921875,171300,0.0,0.0,0.0013768299134766515,1.7515226244505389,18672.594921875,18879.243110643336,18465.946733106663,18766.6494140625,18532.724609375,18133.03759765625,17643.625,,1,26
2023-06-27 00:00:00+05:30,18748.55078125,18829.25,18714.25,18817.400390625,222500,0.0,0.0,0.00675190341711196,1.7633487360437154,18681.7724609375,18896.944450480863,18466.600471394137,18766.6494140625,18544.5,18133.03759765625,17643.625,,1,26
2023-06-28 00:00:00+05:30,18908.150390625,19011.25,18861.349609375,18972.099609375,0,0.0,0.0,0.00822107281232487,1.7778453543962518,18703.657421875,18942.43235661975,18464.88248713025,18828.974609375,18606.8251953125,18133.03759765625,17643.625,,1,26
